@RELATION data
@ATTRIBUTE class {0, 1}
@ATTRIBUTE tem_link BOOLEAN
@ATTRIBUTE tamanho NUMERIC
@DATA
1,False,6833
0,True,5823
1,False,3657
1,False,1163
1,True,6626
1,False,5468
0,True,6687
1,False,6716
1,False,5706
1,False,1293
1,True,8224
1,False,6443
1,False,1686
1,False,3196
1,False,2976
1,False,1574
0,True,3133
1,False,6125
1,True,5157
1,False,4817
0,False,5886
1,True,6599
0,True,2010
0,False,4757
1,False,3046
0,False,4227
0,False,3038
1,False,5012
1,False,6751
1,False,6284
0,True,25676
0,True,12103
0,True,15411
1,False,2735
0,False,1659
1,False,1248
1,False,4640
1,False,6288
1,False,7924
1,False,1074
1,False,4609
1,False,1356
0,False,2359
0,True,3493
0,True,16472
1,False,5936
1,False,3269
1,False,8008
1,False,2646
1,False,5185
1,False,1275
1,False,5868
1,False,1143
0,True,7950
0,True,2851
0,True,28214
1,False,4693
1,False,3714
0,True,6259
0,True,11363
1,False,6161
1,False,8808
0,True,2955
0,False,5614
1,False,3170
1,True,6478
0,True,2420
0,True,5164
1,True,6165
1,False,3931
1,False,5368
0,True,8838
1,False,2139
1,False,4536
1,False,6592
0,True,13537
1,True,33239
1,False,6134
0,True,2974
1,False,3236
1,False,5257
0,True,2178
0,True,3629
1,True,6177
0,True,4342
0,True,6746
1,False,5981
0,False,15758
1,True,5358
0,True,2318
1,False,7865
1,False,5992
1,False,5768
1,False,4419
0,True,5247
1,False,4050
1,True,20657
0,True,4215
1,True,6460
0,True,11665
1,False,5589
1,False,1128
1,True,7053
1,False,1113
1,False,8396
0,False,6759
1,True,12654
1,False,3469
0,True,13313
1,False,1163
1,False,3161
1,False,1705
1,False,6236
0,True,5688
1,False,2404
1,False,3216
0,False,6818
1,True,4822
0,False,4789
0,False,3036
1,False,4890
0,True,11783
0,True,43810
1,False,5016
1,False,4370
1,False,6994
0,True,4111
0,True,30816
1,False,7299
1,False,2524
1,False,4608
0,False,1494
0,False,10041
1,False,1173
0,False,2228
1,False,11266
1,False,5058
0,False,10566
1,False,3653
0,True,5545
1,False,8300
1,False,6330
0,True,2417
1,False,3503
0,True,11011
1,False,3785
0,True,5324
1,False,3985
1,True,4431
0,True,8657
1,False,2659
1,False,6499
0,True,16588
0,True,5736
1,False,3141
1,False,4468
0,True,263090
1,False,2870
1,False,2345
0,False,8586
1,True,34890
0,False,1543
0,False,3111
0,False,1976
1,False,6702
1,False,7384
0,True,4255
0,True,5958
1,False,1031
1,False,3354
1,False,5683
1,False,6505
0,False,4777
1,False,3756
0,True,5652
1,False,3840
1,False,5595
0,False,1457
0,True,5033
1,False,24028
1,False,7144
1,False,8953
0,True,5879
0,True,3014
1,True,6890
1,False,2573
1,False,1067
0,False,1920
1,True,6946
1,False,1075
1,False,5924
1,False,4245
0,True,5785
0,True,6016
1,False,7202
1,False,4499
1,False,4488
1,False,4973
0,False,9925
1,False,4022
1,False,4628
1,False,1627
1,False,1117
1,False,6221
1,False,3186
0,True,17902
0,True,7188
1,False,2510
0,True,12935
1,False,5430
1,False,5026
1,False,4498
0,False,5098
1,False,1120
0,True,11530
0,True,35385
1,True,8131
1,False,5088
1,False,9160
1,False,5468
1,False,1163
0,True,11137
1,False,5067
0,True,18710
1,False,3437
1,True,34710
1,False,6149
1,False,6210
1,False,3317
1,False,741
0,False,5722
1,False,6076
0,False,9741
1,False,4468
1,False,4591
1,False,3811
1,False,6021
0,True,2870
1,False,6507
0,True,7162
1,False,4864
1,False,1026
1,False,4397
1,False,42878
1,True,8734
0,True,3437
0,False,3552
1,False,4509
1,False,3639
1,False,6920
0,False,3991
0,True,7098
1,False,6028
1,False,6244
1,False,2709
0,True,8458
1,False,5083
1,False,6916
1,False,5844
1,False,861
1,False,3044
1,False,1287
0,True,3106
1,False,5588
0,False,7492
1,False,5277
1,False,5128
0,True,8428
1,False,5550
0,False,3005
1,False,3012
1,False,5352
0,False,11257
1,False,5909
1,False,6085
1,False,2737
1,True,32695
1,False,7332
1,False,1984
1,False,3835
1,False,7033
0,False,3940
1,False,8482
1,False,1536
1,False,5815
1,False,2605
1,False,4684
0,True,3006
0,True,7891
0,True,5661
0,False,5269
0,False,6678
0,False,4193
1,False,3002
1,False,8045
1,False,3647
1,False,6808
1,False,3989
0,True,8982
1,False,1462
1,False,4984
1,False,1108
1,False,5886
1,False,2771
1,True,8149
1,False,2486
1,False,5513
1,False,3995
1,False,5238
1,False,3212
1,False,3141
1,False,1184
1,False,4087
0,True,8300
0,True,4294
1,False,7419
1,False,6846
1,False,5668
1,False,3816
0,False,3489
0,True,2402
1,False,1145
1,False,4661
0,True,2425
0,True,8351
1,False,4714
0,True,5165
0,True,6754
1,False,3378
1,False,10265
0,False,3970
1,False,3375
1,False,2193
1,False,8609
1,True,8445
0,False,59292
1,True,10222
1,False,3781
1,False,6417
1,False,3828
1,False,1192
1,False,5228
1,True,5238
0,False,3606
0,False,6479
0,True,7897
1,False,12548
0,True,6814
0,True,23671
1,False,7636
1,True,27129
1,False,7727
0,True,8511
1,False,3782
1,False,700
0,True,7211
0,True,7320
